tt,frame,wheels,flat,climb,frame_level,wheels_level
False,Cervelo R5,Zwift Classic,3099.5,2949.5,28.0,1.0
False,Chapter2 Tere,DT Swiss ARC 1100 Dicut Disc,3033.5,2950.5,6.0,42.0
False,Chapter2 Tere,Zipp 858/Super9,3040.5,2951.5,6.0,45.0
False,Chapter2 Tere,Zipp 808/Super9,3042.5,2952.5,6.0,35.0
False,Chapter2 Tere,Zipp 858,3046.5,2941.5,6.0,37.0
False,Chapter2 Tere,ENVE SES 7.8,3048.5,2936.5,6.0,39.0
False,Chapter2 Tere,Zipp 808,3049.5,2943.5,6.0,13.0
False,Chapter2 Tere,ENVE SES 8.9,3050.0,2946.0,6.0,31.0
False,Chapter2 Tere,Zipp 454,3057.5,2934.5,6.0,24.0
False,Chapter2 Tere,DT Swiss ARC 1100 Dicut 62,3058.5,2932.5,6.0,6.0
False,Chapter2 Tere,CADEX 65,3059.0,2934.5,6.0,21.0
False,Chapter2 Tere,Zipp 404,3060.5,2937.5,6.0,15.0
False,Chapter2 Tere,ENVE SES 6.7,3061.5,2941.5,6.0,25.0
False,Chapter2 Tere,Zipp 353 NSW,3062.5,2934.5,6.0,19.0
False,Chapter2 Tere,Roval Rapide CLX,3063.5,2936.5,6.0,15.0
False,Chapter2 Tere,Roval CLX 64,3063.5,2941.5,6.0,16.0
False,Chapter2 Tere,ENVE SES 3.4,3066.0,2933.5,6.0,27.0
False,Chapter2 Tere,FFWD RYOT55,3067.0,2933.5,6.0,
False,Chapter2 Tere,Campagnolo Bora Ultra 35,3067.5,2935.0,6.0,33.0
False,Chapter2 Tere,Mavic Comete Pro Carbon SL UST,3068.0,2952.0,6.0,13.0
False,Chapter2 Tere,Giant SLR 0,3070.5,2934.0,6.0,22.0
False,Chapter2 Tere,Shimano C60,3070.5,2952.5,6.0,10.0
False,Chapter2 Tere,Mavic Cosmic CXR60c,3072.0,2950.0,6.0,7.0
False,Chapter2 Tere,Bontrager Aeolus5,3074.5,2937.5,6.0,11.0
False,Chapter2 Tere,Mavic Cosmic Ultimate UST,3074.5,2947.5,6.0,6.0
False,Chapter2 Tere,HED Vanquish RC6 Pro,3077.0,2935.5,6.0,8.0
False,Chapter2 Tere,CADEX 42,3077.5,2935.5,6.0,8.0
False,Chapter2 Tere,Roval Alpinist CLX,3079.5,2927.5,6.0,32.0
False,Chapter2 Tere,Shimano C50,3079.5,2949.0,6.0,4.0
False,Chapter2 Tere,Lightweight Meilenstein,3080.0,2927.5,6.0,0.0
False,Chapter2 Tere,50mm Carbon,3081.0,2942.5,6.0,9.0
False,Chapter2 Tere,Shimano C40,3081.5,2945.0,6.0,4.0
False,Chapter2 Tere,CADEX 36,3087.0,2933.0,6.0,26.0
False,Chapter2 Tere,Zipp 202,3088.5,2936.0,6.0,
False,Chapter2 Tere,Novatec R4,3090.0,2946.5,6.0,
False,Chapter2 Tere,ENVE SES 2.2,3093.5,2935.0,6.0,
False,Chapter2 Tere,Zwift 32mm Carbon,3093.5,2941.5,6.0,3.0
False,Chapter2 Tere,Campagnolo Bora Ultra 50,3094.0,2935.0,6.0,12.0
False,Chapter2 Tere,Zwift Safety,3094.0,2941.0,6.0,44.0
False,Chapter2 Tere,Zwift Buffalo Fahrrad,3098.5,2948.5,6.0,
False,Chapter2 Tere,Zwift Classic,3099.5,2949.5,6.0,1.0
False,Specialized Amira,DT Swiss ARC 1100 Dicut Disc,3033.5,2955.0,36.0,42.0
False,Specialized Amira,Zipp 858/Super9,3040.5,2956.0,36.0,45.0
False,Specialized Amira,Zipp 808/Super9,3042.5,2957.0,36.0,35.0
False,Specialized Amira,Zipp 858,3046.5,2946.0,36.0,37.0
False,Specialized Amira,ENVE SES 7.8,3048.5,2941.0,36.0,39.0
False,Specialized Amira,Zipp 808,3049.5,2948.0,36.0,13.0
False,Specialized Amira,ENVE SES 8.9,3050.0,2950.5,36.0,31.0
False,Specialized Amira,Zipp 454,3057.5,2939.0,36.0,24.0
False,Specialized Amira,DT Swiss ARC 1100 Dicut 62,3058.5,2937.0,36.0,6.0
False,Specialized Amira,CADEX 65,3059.0,2939.0,36.0,21.0
False,Specialized Amira,Zipp 404,3060.5,2942.0,36.0,15.0
False,Specialized Amira,ENVE SES 6.7,3061.5,2946.0,36.0,25.0
False,Specialized Amira,Zipp 353 NSW,3062.5,2939.0,36.0,19.0
False,Specialized Amira,Roval Rapide CLX,3063.5,2941.0,36.0,15.0
False,Specialized Amira,Roval CLX 64,3063.5,2946.0,36.0,16.0
False,Specialized Amira,ENVE SES 3.4,3066.0,2938.0,36.0,27.0
False,Specialized Amira,FFWD RYOT55,3067.0,2938.0,36.0,
False,Specialized Amira,Campagnolo Bora Ultra 35,3067.5,2939.5,36.0,33.0
False,Specialized Amira,Mavic Comete Pro Carbon SL UST,3068.0,2956.5,36.0,13.0
False,Specialized Amira,Giant SLR 0,3070.5,2938.5,36.0,22.0
False,Specialized Amira,Shimano C60,3070.5,2957.0,36.0,10.0
False,Specialized Amira,Mavic Cosmic CXR60c,3072.0,2954.5,36.0,7.0
False,Specialized Amira,Bontrager Aeolus5,3074.5,2942.0,36.0,11.0
False,Specialized Amira,Mavic Cosmic Ultimate UST,3074.5,2952.0,36.0,6.0
False,Specialized Amira,HED Vanquish RC6 Pro,3077.0,2940.0,36.0,8.0
False,Specialized Amira,CADEX 42,3077.5,2940.0,36.0,8.0
False,Specialized Amira,Roval Alpinist CLX,3079.5,2932.0,36.0,32.0
False,Specialized Amira,Shimano C50,3079.5,2953.5,36.0,4.0
False,Specialized Amira,Lightweight Meilenstein,3080.0,2932.0,36.0,0.0
False,Specialized Amira,50mm Carbon,3081.0,2947.0,36.0,9.0
False,Specialized Amira,Shimano C40,3081.5,2949.5,36.0,4.0
False,Specialized Amira,CADEX 36,3087.0,2937.5,36.0,26.0
False,Specialized Amira,Zipp 202,3088.5,2940.5,36.0,
False,Specialized Amira,Novatec R4,3090.0,2951.0,36.0,
False,Specialized Amira,ENVE SES 2.2,3093.5,2939.5,36.0,
False,Specialized Amira,Zwift 32mm Carbon,3093.5,2946.0,36.0,3.0
False,Specialized Amira,Campagnolo Bora Ultra 50,3094.0,2939.5,36.0,12.0
False,Specialized Amira,Zwift Safety,3094.0,2945.5,36.0,44.0
False,Specialized Amira,Zwift Buffalo Fahrrad,3098.5,2953.0,36.0,
False,Specialized Amira,Zwift Classic,3099.5,2954.0,36.0,1.0
False,Specialized Amira S-Works,DT Swiss ARC 1100 Dicut Disc,3033.5,2949.0,36.0,42.0
False,Specialized Amira S-Works,Zipp 858/Super9,3040.5,2950.0,36.0,45.0
False,Specialized Amira S-Works,Zipp 808/Super9,3042.5,2951.0,36.0,35.0
False,Specialized Amira S-Works,Zipp 858,3046.5,2940.0,36.0,37.0
False,Specialized Amira S-Works,ENVE SES 7.8,3048.5,2935.0,36.0,39.0
False,Specialized Amira S-Works,Zipp 808,3049.5,2942.0,36.0,13.0
False,Specialized Amira S-Works,ENVE SES 8.9,3050.0,2944.5,36.0,31.0
False,Specialized Amira S-Works,Zipp 454,3057.5,2933.0,36.0,24.0
False,Specialized Amira S-Works,DT Swiss ARC 1100 Dicut 62,3058.5,2931.0,36.0,6.0
False,Specialized Amira S-Works,CADEX 65,3059.0,2933.0,36.0,21.0
False,Specialized Amira S-Works,Zipp 404,3060.5,2936.0,36.0,15.0
False,Specialized Amira S-Works,ENVE SES 6.7,3061.5,2940.0,36.0,25.0
False,Specialized Amira S-Works,Zipp 353 NSW,3062.5,2933.0,36.0,19.0
False,Specialized Amira S-Works,Roval Rapide CLX,3063.5,2935.0,36.0,15.0
False,Specialized Amira S-Works,Roval CLX 64,3063.5,2940.0,36.0,16.0
False,Specialized Amira S-Works,ENVE SES 3.4,3066.0,2932.0,36.0,27.0
False,Specialized Amira S-Works,FFWD RYOT55,3067.0,2932.0,36.0,
False,Specialized Amira S-Works,Campagnolo Bora Ultra 35,3067.5,2933.5,36.0,33.0
False,Specialized Amira S-Works,Mavic Comete Pro Carbon SL UST,3068.0,2950.5,36.0,13.0
False,Specialized Amira S-Works,Giant SLR 0,3070.5,2932.5,36.0,22.0
False,Specialized Amira S-Works,Shimano C60,3070.5,2951.0,36.0,10.0
False,Specialized Amira S-Works,Mavic Cosmic CXR60c,3072.0,2948.5,36.0,7.0
False,Specialized Amira S-Works,Bontrager Aeolus5,3074.5,2936.0,36.0,11.0
False,Specialized Amira S-Works,Mavic Cosmic Ultimate UST,3074.5,2946.0,36.0,6.0
False,Specialized Amira S-Works,HED Vanquish RC6 Pro,3077.0,2934.0,36.0,8.0
False,Specialized Amira S-Works,CADEX 42,3077.5,2934.0,36.0,8.0
False,Specialized Amira S-Works,Roval Alpinist CLX,3079.5,2926.0,36.0,32.0
False,Specialized Amira S-Works,Shimano C50,3079.5,2947.5,36.0,4.0
False,Specialized Amira S-Works,Lightweight Meilenstein,3080.0,2926.0,36.0,0.0
False,Specialized Amira S-Works,50mm Carbon,3081.0,2941.0,36.0,9.0
False,Specialized Amira S-Works,Shimano C40,3081.5,2943.5,36.0,4.0
False,Specialized Amira S-Works,CADEX 36,3087.0,2931.5,36.0,26.0
False,Specialized Amira S-Works,Zipp 202,3088.5,2934.5,36.0,
False,Specialized Amira S-Works,Novatec R4,3090.0,2945.0,36.0,
False,Specialized Amira S-Works,ENVE SES 2.2,3093.5,2933.5,36.0,
False,Specialized Amira S-Works,Zwift 32mm Carbon,3093.5,2940.0,36.0,3.0
False,Specialized Amira S-Works,Campagnolo Bora Ultra 50,3094.0,2933.5,36.0,12.0
False,Specialized Amira S-Works,Zwift Safety,3094.0,2939.5,36.0,44.0
False,Specialized Amira S-Works,Zwift Buffalo Fahrrad,3098.5,2947.0,36.0,
False,Specialized Amira S-Works,Zwift Classic,3099.5,2948.0,36.0,1.0
False,Specialized Ruby S-Works,DT Swiss ARC 1100 Dicut Disc,3033.5,2955.5,18.0,42.0
False,Specialized Ruby S-Works,Zipp 858/Super9,3040.5,2956.5,18.0,45.0
False,Specialized Ruby S-Works,Zipp 808/Super9,3042.5,2957.5,18.0,35.0
False,Specialized Ruby S-Works,Zipp 858,3046.5,2946.5,18.0,37.0
False,Specialized Ruby S-Works,ENVE SES 7.8,3048.5,2941.5,18.0,39.0
False,Specialized Ruby S-Works,Zipp 808,3049.5,2948.5,18.0,13.0
False,Specialized Ruby S-Works,ENVE SES 8.9,3050.0,2951.0,18.0,31.0
False,Specialized Ruby S-Works,Zipp 454,3057.5,2939.5,18.0,24.0
False,Specialized Ruby S-Works,DT Swiss ARC 1100 Dicut 62,3058.5,2937.5,18.0,6.0
False,Specialized Ruby S-Works,CADEX 65,3059.0,2939.5,18.0,21.0
False,Specialized Ruby S-Works,Zipp 404,3060.5,2942.5,18.0,15.0
False,Specialized Ruby S-Works,ENVE SES 6.7,3061.5,2946.5,18.0,25.0
False,Specialized Ruby S-Works,Zipp 353 NSW,3062.5,2939.5,18.0,19.0
False,Specialized Ruby S-Works,Roval Rapide CLX,3063.5,2941.5,18.0,15.0
False,Specialized Ruby S-Works,Roval CLX 64,3063.5,2946.5,18.0,16.0
False,Specialized Ruby S-Works,ENVE SES 3.4,3066.0,2938.5,18.0,27.0
False,Specialized Ruby S-Works,FFWD RYOT55,3067.0,2938.5,18.0,
False,Specialized Ruby S-Works,Campagnolo Bora Ultra 35,3067.5,2940.0,18.0,33.0
False,Specialized Ruby S-Works,Mavic Comete Pro Carbon SL UST,3068.0,2957.0,18.0,13.0
False,Specialized Ruby S-Works,Giant SLR 0,3070.5,2939.0,18.0,22.0
False,Specialized Ruby S-Works,Shimano C60,3070.5,2957.5,18.0,10.0
False,Specialized Ruby S-Works,Mavic Cosmic CXR60c,3072.0,2955.0,18.0,7.0
False,Specialized Ruby S-Works,Bontrager Aeolus5,3074.5,2942.5,18.0,11.0
False,Specialized Ruby S-Works,Mavic Cosmic Ultimate UST,3074.5,2952.5,18.0,6.0
False,Specialized Ruby S-Works,HED Vanquish RC6 Pro,3077.0,2940.5,18.0,8.0
False,Specialized Ruby S-Works,CADEX 42,3077.5,2940.5,18.0,8.0
False,Specialized Ruby S-Works,Roval Alpinist CLX,3079.5,2932.5,18.0,32.0
False,Specialized Ruby S-Works,Shimano C50,3079.5,2954.0,18.0,4.0
False,Specialized Ruby S-Works,Lightweight Meilenstein,3080.0,2932.5,18.0,0.0
False,Specialized Ruby S-Works,50mm Carbon,3081.0,2947.5,18.0,9.0
False,Specialized Ruby S-Works,Shimano C40,3081.5,2950.0,18.0,4.0
False,Specialized Ruby S-Works,CADEX 36,3087.0,2938.0,18.0,26.0
False,Specialized Ruby S-Works,Zipp 202,3088.5,2941.0,18.0,
False,Specialized Ruby S-Works,Novatec R4,3090.0,2951.5,18.0,
False,Specialized Ruby S-Works,ENVE SES 2.2,3093.5,2940.0,18.0,
False,Specialized Ruby S-Works,Zwift 32mm Carbon,3093.5,2946.5,18.0,3.0
False,Specialized Ruby S-Works,Campagnolo Bora Ultra 50,3094.0,2940.0,18.0,12.0
False,Specialized Ruby S-Works,Zwift Safety,3094.0,2946.0,18.0,44.0
False,Specialized Ruby S-Works,Zwift Buffalo Fahrrad,3098.5,2953.5,18.0,
False,Specialized Ruby S-Works,Zwift Classic,3099.5,2954.5,18.0,1.0
False,Trek Emonda,DT Swiss ARC 1100 Dicut Disc,3033.5,2947.0,0.0,42.0
False,Trek Emonda,Zipp 858/Super9,3040.5,2948.0,0.0,45.0
False,Trek Emonda,Zipp 808/Super9,3042.5,2949.0,0.0,35.0
False,Trek Emonda,Zipp 858,3046.5,2938.0,0.0,37.0
False,Trek Emonda,ENVE SES 7.8,3048.5,2933.0,0.0,39.0
False,Trek Emonda,Zipp 808,3049.5,2940.0,0.0,13.0
False,Trek Emonda,ENVE SES 8.9,3050.0,2942.5,0.0,31.0
False,Trek Emonda,Zipp 454,3057.5,2931.0,0.0,24.0
False,Trek Emonda,DT Swiss ARC 1100 Dicut 62,3058.5,2929.0,0.0,6.0
False,Trek Emonda,CADEX 65,3059.0,2931.0,0.0,21.0
False,Trek Emonda,Zipp 404,3060.5,2934.0,0.0,15.0
False,Trek Emonda,ENVE SES 6.7,3061.5,2938.0,0.0,25.0
False,Trek Emonda,Zipp 353 NSW,3062.5,2931.0,0.0,19.0
False,Trek Emonda,Roval Rapide CLX,3063.5,2933.0,0.0,15.0
False,Trek Emonda,Roval CLX 64,3063.5,2938.0,0.0,16.0
False,Trek Emonda,ENVE SES 3.4,3066.0,2930.0,0.0,27.0
False,Trek Emonda,FFWD RYOT55,3067.0,2930.0,0.0,
False,Trek Emonda,Campagnolo Bora Ultra 35,3067.5,2931.5,0.0,33.0
False,Trek Emonda,Mavic Comete Pro Carbon SL UST,3068.0,2948.5,0.0,13.0
False,Trek Emonda,Giant SLR 0,3070.5,2930.5,0.0,22.0
False,Trek Emonda,Shimano C60,3070.5,2949.0,0.0,10.0
False,Trek Emonda,Mavic Cosmic CXR60c,3072.0,2946.5,0.0,7.0
False,Trek Emonda,Bontrager Aeolus5,3074.5,2934.0,0.0,11.0
False,Trek Emonda,Mavic Cosmic Ultimate UST,3074.5,2944.0,0.0,6.0
False,Trek Emonda,HED Vanquish RC6 Pro,3077.0,2932.0,0.0,8.0
False,Trek Emonda,CADEX 42,3077.5,2932.0,0.0,8.0
False,Trek Emonda,Roval Alpinist CLX,3079.5,2924.0,0.0,32.0
False,Trek Emonda,Shimano C50,3079.5,2945.5,0.0,4.0
False,Trek Emonda,Lightweight Meilenstein,3080.0,2924.0,0.0,0.0
False,Trek Emonda,50mm Carbon,3081.0,2939.0,0.0,9.0
False,Trek Emonda,Shimano C40,3081.5,2941.5,0.0,4.0
False,Trek Emonda,CADEX 36,3087.0,2929.5,0.0,26.0
False,Trek Emonda,Zipp 202,3088.5,2932.5,0.0,
False,Trek Emonda,Novatec R4,3090.0,2943.0,0.0,
False,Trek Emonda,ENVE SES 2.2,3093.5,2931.5,0.0,
False,Trek Emonda,Zwift 32mm Carbon,3093.5,2938.0,0.0,3.0
False,Trek Emonda,Campagnolo Bora Ultra 50,3094.0,2931.5,0.0,12.0
False,Trek Emonda,Zwift Safety,3094.0,2937.5,0.0,44.0
False,Trek Emonda,Zwift Buffalo Fahrrad,3098.5,2945.0,0.0,
False,Trek Emonda,Zwift Classic,3099.5,2946.0,0.0,1.0
False,Colnago V3RS,DT Swiss ARC 1100 Dicut Disc,3034.0,2960.5,38.0,42.0
False,Colnago V3RS,Zipp 858/Super9,3041.0,2961.5,38.0,45.0
False,Colnago V3RS,Zipp 808/Super9,3043.0,2962.5,38.0,35.0
False,Colnago V3RS,Zipp 858,3047.0,2951.5,38.0,37.0
False,Colnago V3RS,ENVE SES 7.8,3049.0,2946.5,38.0,39.0
False,Colnago V3RS,Zipp 808,3050.0,2953.5,38.0,13.0
False,Colnago V3RS,ENVE SES 8.9,3050.5,2956.0,38.0,31.0
False,Colnago V3RS,Zipp 454,3058.0,2944.5,38.0,24.0
False,Colnago V3RS,DT Swiss ARC 1100 Dicut 62,3059.0,2942.5,38.0,6.0
False,Colnago V3RS,CADEX 65,3059.5,2944.5,38.0,21.0
False,Colnago V3RS,Zipp 404,3061.0,2947.5,38.0,15.0
False,Colnago V3RS,ENVE SES 6.7,3062.0,2951.5,38.0,25.0
False,Colnago V3RS,Zipp 353 NSW,3063.0,2944.5,38.0,19.0
False,Colnago V3RS,Roval Rapide CLX,3064.0,2946.5,38.0,15.0
False,Colnago V3RS,Roval CLX 64,3064.0,2951.5,38.0,16.0
False,Colnago V3RS,ENVE SES 3.4,3066.5,2943.5,38.0,27.0
False,Colnago V3RS,FFWD RYOT55,3067.5,2943.5,38.0,
False,Colnago V3RS,Campagnolo Bora Ultra 35,3068.0,2945.0,38.0,33.0
False,Colnago V3RS,Mavic Comete Pro Carbon SL UST,3068.5,2962.0,38.0,13.0
False,Colnago V3RS,Giant SLR 0,3071.0,2944.0,38.0,22.0
False,Colnago V3RS,Shimano C60,3071.0,2962.5,38.0,10.0
False,Colnago V3RS,Mavic Cosmic CXR60c,3072.5,2960.0,38.0,7.0
False,Colnago V3RS,Bontrager Aeolus5,3075.0,2947.5,38.0,11.0
False,Colnago V3RS,Mavic Cosmic Ultimate UST,3075.0,2957.5,38.0,6.0
False,Colnago V3RS,HED Vanquish RC6 Pro,3077.5,2945.5,38.0,8.0
False,Colnago V3RS,CADEX 42,3078.0,2945.5,38.0,8.0
False,Colnago V3RS,Roval Alpinist CLX,3080.0,2937.5,38.0,32.0
False,Colnago V3RS,Shimano C50,3080.0,2959.0,38.0,4.0
False,Colnago V3RS,Lightweight Meilenstein,3080.5,2937.5,38.0,0.0
False,Colnago V3RS,50mm Carbon,3081.5,2952.5,38.0,9.0
False,Colnago V3RS,Shimano C40,3082.0,2955.0,38.0,4.0
False,Colnago V3RS,CADEX 36,3087.5,2943.0,38.0,26.0
False,Colnago V3RS,Zipp 202,3089.0,2946.0,38.0,
False,Colnago V3RS,Novatec R4,3090.5,2956.5,38.0,
False,Colnago V3RS,ENVE SES 2.2,3094.0,2945.0,38.0,
False,Colnago V3RS,Zwift 32mm Carbon,3094.0,2951.5,38.0,3.0
False,Colnago V3RS,Campagnolo Bora Ultra 50,3094.5,2945.0,38.0,12.0
False,Colnago V3RS,Zwift Safety,3094.5,2951.0,38.0,44.0
False,Colnago V3RS,Zwift Buffalo Fahrrad,3099.0,2958.5,38.0,
False,Colnago V3RS,Zwift Classic,3100.0,2959.5,38.0,1.0
False,Cube Litening,DT Swiss ARC 1100 Dicut Disc,3034.0,2951.0,24.0,42.0
False,Cube Litening,Zipp 858/Super9,3041.0,2952.0,24.0,45.0
False,Cube Litening,Zipp 808/Super9,3043.0,2953.0,24.0,35.0
False,Cube Litening,Zipp 858,3047.0,2942.0,24.0,37.0
False,Cube Litening,ENVE SES 7.8,3049.0,2937.0,24.0,39.0
False,Cube Litening,Zipp 808,3050.0,2944.0,24.0,13.0
False,Cube Litening,ENVE SES 8.9,3050.5,2946.5,24.0,31.0
False,Cube Litening,Zipp 454,3058.0,2935.0,24.0,24.0
False,Cube Litening,DT Swiss ARC 1100 Dicut 62,3059.0,2933.0,24.0,6.0
False,Cube Litening,CADEX 65,3059.5,2935.0,24.0,21.0
False,Cube Litening,Zipp 404,3061.0,2938.0,24.0,15.0
False,Cube Litening,ENVE SES 6.7,3062.0,2942.0,24.0,25.0
False,Cube Litening,Zipp 353 NSW,3063.0,2935.0,24.0,19.0
False,Cube Litening,Roval Rapide CLX,3064.0,2937.0,24.0,15.0
False,Cube Litening,Roval CLX 64,3064.0,2942.0,24.0,16.0
False,Cube Litening,ENVE SES 3.4,3066.5,2934.0,24.0,27.0
False,Cube Litening,FFWD RYOT55,3067.5,2934.0,24.0,
False,Cube Litening,Campagnolo Bora Ultra 35,3068.0,2935.5,24.0,33.0
False,Cube Litening,Mavic Comete Pro Carbon SL UST,3068.5,2952.5,24.0,13.0
False,Cube Litening,Giant SLR 0,3071.0,2934.5,24.0,22.0
False,Cube Litening,Shimano C60,3071.0,2953.0,24.0,10.0
False,Cube Litening,Mavic Cosmic CXR60c,3072.5,2950.5,24.0,7.0
False,Cube Litening,Bontrager Aeolus5,3075.0,2938.0,24.0,11.0
False,Cube Litening,Mavic Cosmic Ultimate UST,3075.0,2948.0,24.0,6.0
False,Cube Litening,HED Vanquish RC6 Pro,3077.5,2936.0,24.0,8.0
False,Cube Litening,CADEX 42,3078.0,2936.0,24.0,8.0
False,Cube Litening,Roval Alpinist CLX,3080.0,2928.0,24.0,32.0
False,Cube Litening,Shimano C50,3080.0,2949.5,24.0,4.0
False,Cube Litening,Lightweight Meilenstein,3080.5,2928.0,24.0,0.0
False,Cube Litening,50mm Carbon,3081.5,2943.0,24.0,9.0
False,Cube Litening,Shimano C40,3082.0,2945.5,24.0,4.0
False,Cube Litening,CADEX 36,3087.5,2933.5,24.0,26.0
False,Cube Litening,Zipp 202,3089.0,2936.5,24.0,
False,Cube Litening,Novatec R4,3090.5,2947.0,24.0,
False,Cube Litening,ENVE SES 2.2,3094.0,2935.5,24.0,
False,Cube Litening,Zwift 32mm Carbon,3094.0,2942.0,24.0,3.0
False,Cube Litening,Campagnolo Bora Ultra 50,3094.5,2935.5,24.0,12.0
False,Cube Litening,Zwift Safety,3094.5,2941.5,24.0,44.0
False,Cube Litening,Zwift Buffalo Fahrrad,3099.0,2949.0,24.0,
False,Cube Litening,Zwift Classic,3100.0,2950.0,24.0,1.0
False,Liv Langma Advanced SL,DT Swiss ARC 1100 Dicut Disc,3034.0,2954.5,24.0,42.0
False,Liv Langma Advanced SL,Zipp 858/Super9,3041.0,2955.5,24.0,45.0
False,Liv Langma Advanced SL,Zipp 808/Super9,3043.0,2956.5,24.0,35.0
False,Liv Langma Advanced SL,Zipp 858,3047.0,2945.5,24.0,37.0
False,Liv Langma Advanced SL,ENVE SES 7.8,3049.0,2940.5,24.0,39.0
False,Liv Langma Advanced SL,Zipp 808,3050.0,2947.5,24.0,13.0
False,Liv Langma Advanced SL,ENVE SES 8.9,3050.5,2950.0,24.0,31.0
False,Liv Langma Advanced SL,Zipp 454,3058.0,2938.5,24.0,24.0
False,Liv Langma Advanced SL,DT Swiss ARC 1100 Dicut 62,3059.0,2936.5,24.0,6.0
False,Liv Langma Advanced SL,CADEX 65,3059.5,2938.5,24.0,21.0
False,Liv Langma Advanced SL,Zipp 404,3061.0,2941.5,24.0,15.0
False,Liv Langma Advanced SL,ENVE SES 6.7,3062.0,2945.5,24.0,25.0
False,Liv Langma Advanced SL,Zipp 353 NSW,3063.0,2938.5,24.0,19.0
False,Liv Langma Advanced SL,Roval Rapide CLX,3064.0,2940.5,24.0,15.0
False,Liv Langma Advanced SL,Roval CLX 64,3064.0,2945.5,24.0,16.0
False,Liv Langma Advanced SL,ENVE SES 3.4,3066.5,2937.5,24.0,27.0
False,Liv Langma Advanced SL,FFWD RYOT55,3067.5,2937.5,24.0,
False,Liv Langma Advanced SL,Campagnolo Bora Ultra 35,3068.0,2939.0,24.0,33.0
False,Liv Langma Advanced SL,Mavic Comete Pro Carbon SL UST,3068.5,2956.0,24.0,13.0
False,Liv Langma Advanced SL,Giant SLR 0,3071.0,2938.0,24.0,22.0
False,Liv Langma Advanced SL,Shimano C60,3071.0,2956.5,24.0,10.0
False,Liv Langma Advanced SL,Mavic Cosmic CXR60c,3072.5,2954.0,24.0,7.0
False,Liv Langma Advanced SL,Bontrager Aeolus5,3075.0,2941.5,24.0,11.0
False,Liv Langma Advanced SL,Mavic Cosmic Ultimate UST,3075.0,2951.5,24.0,6.0
False,Liv Langma Advanced SL,HED Vanquish RC6 Pro,3077.5,2939.5,24.0,8.0
False,Liv Langma Advanced SL,CADEX 42,3078.0,2939.5,24.0,8.0
False,Liv Langma Advanced SL,Roval Alpinist CLX,3080.0,2931.5,24.0,32.0
False,Liv Langma Advanced SL,Shimano C50,3080.0,2953.0,24.0,4.0
False,Liv Langma Advanced SL,Lightweight Meilenstein,3080.5,2931.5,24.0,0.0
False,Liv Langma Advanced SL,50mm Carbon,3081.5,2946.5,24.0,9.0
False,Liv Langma Advanced SL,Shimano C40,3082.0,2949.0,24.0,4.0
False,Liv Langma Advanced SL,CADEX 36,3087.5,2937.0,24.0,26.0
False,Liv Langma Advanced SL,Zipp 202,3089.0,2940.0,24.0,
False,Liv Langma Advanced SL,Novatec R4,3090.5,2950.5,24.0,
False,Liv Langma Advanced SL,ENVE SES 2.2,3094.0,2939.0,24.0,
False,Liv Langma Advanced SL,Zwift 32mm Carbon,3094.0,2945.5,24.0,3.0
False,Liv Langma Advanced SL,Campagnolo Bora Ultra 50,3094.5,2939.0,24.0,12.0
False,Liv Langma Advanced SL,Zwift Safety,3094.5,2945.0,24.0,44.0
False,Liv Langma Advanced SL,Zwift Buffalo Fahrrad,3099.0,2952.5,24.0,
False,Liv Langma Advanced SL,Zwift Classic,3100.0,2953.5,24.0,1.0
False,Ridley Helium,DT Swiss ARC 1100 Dicut Disc,3034.0,2967.0,15.0,42.0
False,Ridley Helium,Zipp 858/Super9,3041.0,2968.0,15.0,45.0
False,Ridley Helium,Zipp 808/Super9,3043.0,2969.0,15.0,35.0
False,Ridley Helium,Zipp 858,3047.0,2958.0,15.0,37.0
False,Ridley Helium,ENVE SES 7.8,3049.0,2953.0,15.0,39.0
False,Ridley Helium,Zipp 808,3050.0,2960.0,15.0,13.0
False,Ridley Helium,ENVE SES 8.9,3050.5,2962.5,15.0,31.0
False,Ridley Helium,Zipp 454,3058.0,2951.0,15.0,24.0
False,Ridley Helium,DT Swiss ARC 1100 Dicut 62,3059.0,2949.0,15.0,6.0
False,Ridley Helium,CADEX 65,3059.5,2951.0,15.0,21.0
False,Ridley Helium,Zipp 404,3061.0,2954.0,15.0,15.0
False,Ridley Helium,ENVE SES 6.7,3062.0,2958.0,15.0,25.0
False,Ridley Helium,Zipp 353 NSW,3063.0,2951.0,15.0,19.0
False,Ridley Helium,Roval Rapide CLX,3064.0,2953.0,15.0,15.0
False,Ridley Helium,Roval CLX 64,3064.0,2958.0,15.0,16.0
False,Ridley Helium,ENVE SES 3.4,3066.5,2950.0,15.0,27.0
False,Ridley Helium,FFWD RYOT55,3067.5,2950.0,15.0,
False,Ridley Helium,Campagnolo Bora Ultra 35,3068.0,2951.5,15.0,33.0
False,Ridley Helium,Mavic Comete Pro Carbon SL UST,3068.5,2968.5,15.0,13.0
False,Ridley Helium,Giant SLR 0,3071.0,2950.5,15.0,22.0
False,Ridley Helium,Shimano C60,3071.0,2969.0,15.0,10.0
False,Ridley Helium,Mavic Cosmic CXR60c,3072.5,2966.5,15.0,7.0
False,Ridley Helium,Bontrager Aeolus5,3075.0,2954.0,15.0,11.0
